year,make,model,trim,cab_style,bed_length_label,platform_id,vin_decodable_trim,vin_decodable_bed,notes,source_urls
2016,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2017,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2018,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2019,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2020,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2021,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2022,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2023,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2024,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2025,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2021,Ford,F-150,,,"5'6""",FORD-F150-21P-56,partial,partial,,data/sources/atc_2022-04.pdf
2022,Ford,F-150,,,"5'6""",FORD-F150-21P-56,partial,partial,,data/sources/atc_2022-04.pdf
2023,Ford,F-150,,,"5'6""",FORD-F150-21P-56,partial,partial,,data/sources/atc_2022-04.pdf
2024,Ford,F-150,,,"5'6""",FORD-F150-21P-56,partial,partial,,data/sources/atc_2022-04.pdf
2025,Ford,F-150,,,"5'6""",FORD-F150-21P-56,partial,partial,,data/sources/atc_2022-04.pdf
2021,Ford,F-150,,,8’,FORD-F150-21P-8,partial,partial,,data/sources/atc_2022-04.pdf
2022,Ford,F-150,,,8’,FORD-F150-21P-8,partial,partial,,data/sources/atc_2022-04.pdf
2023,Ford,F-150,,,8’,FORD-F150-21P-8,partial,partial,,data/sources/atc_2022-04.pdf
2024,Ford,F-150,,,8’,FORD-F150-21P-8,partial,partial,,data/sources/atc_2022-04.pdf
2025,Ford,F-150,,,8’,FORD-F150-21P-8,partial,partial,,data/sources/atc_2022-04.pdf
2015,Ford,F-150,,Access Cab,"79""",FORD-F150-15-20-AC-79,partial,partial,,data/sources/atc_2022-04.pdf
2016,Ford,F-150,,Access Cab,"79""",FORD-F150-15-20-AC-79,partial,partial,,data/sources/atc_2022-04.pdf
2017,Ford,F-150,,Access Cab,"79""",FORD-F150-15-20-AC-79,partial,partial,,data/sources/atc_2022-04.pdf
2018,Ford,F-150,,Access Cab,"79""",FORD-F150-15-20-AC-79,partial,partial,,data/sources/atc_2022-04.pdf
2019,Ford,F-150,,Access Cab,"79""",FORD-F150-15-20-AC-79,partial,partial,,data/sources/atc_2022-04.pdf
2020,Ford,F-150,,Access Cab,"79""",FORD-F150-15-20-AC-79,partial,partial,,data/sources/atc_2022-04.pdf
2009,Ford,F-150,,SuperCrew,"5'6""",FORD-F150-09-14-SC-56,partial,partial,,data/sources/atc_2022-04.pdf
2010,Ford,F-150,,SuperCrew,"5'6""",FORD-F150-09-14-SC-56,partial,partial,,data/sources/atc_2022-04.pdf
2011,Ford,F-150,,SuperCrew,"5'6""",FORD-F150-09-14-SC-56,partial,partial,,data/sources/atc_2022-04.pdf
2012,Ford,F-150,,SuperCrew,"5'6""",FORD-F150-09-14-SC-56,partial,partial,,data/sources/atc_2022-04.pdf
2013,Ford,F-150,,SuperCrew,"5'6""",FORD-F150-09-14-SC-56,partial,partial,,data/sources/atc_2022-04.pdf
2014,Ford,F-150,,SuperCrew,"5'6""",FORD-F150-09-14-SC-56,partial,partial,,data/sources/atc_2022-04.pdf
2009,Ford,F-150,,,"8'1""",FORD-F150-09-14-81,partial,partial,,data/sources/atc_2022-04.pdf
2010,Ford,F-150,,,"8'1""",FORD-F150-09-14-81,partial,partial,,data/sources/atc_2022-04.pdf
2011,Ford,F-150,,,"8'1""",FORD-F150-09-14-81,partial,partial,,data/sources/atc_2022-04.pdf
2012,Ford,F-150,,,"8'1""",FORD-F150-09-14-81,partial,partial,,data/sources/atc_2022-04.pdf
2013,Ford,F-150,,,"8'1""",FORD-F150-09-14-81,partial,partial,,data/sources/atc_2022-04.pdf
2014,Ford,F-150,,,"8'1""",FORD-F150-09-14-81,partial,partial,,data/sources/atc_2022-04.pdf
2004,Ford,F-150,,Access Cab,"6'5""",FORD-F150-04-08-AC-65,partial,partial,,data/sources/atc_2022-04.pdf
2005,Ford,F-150,,Access Cab,"6'5""",FORD-F150-04-08-AC-65,partial,partial,,data/sources/atc_2022-04.pdf
2006,Ford,F-150,,Access Cab,"6'5""",FORD-F150-04-08-AC-65,partial,partial,,data/sources/atc_2022-04.pdf
2007,Ford,F-150,,Access Cab,"6'5""",FORD-F150-04-08-AC-65,partial,partial,,data/sources/atc_2022-04.pdf
2008,Ford,F-150,,Access Cab,"6'5""",FORD-F150-04-08-AC-65,partial,partial,,data/sources/atc_2022-04.pdf
2000,Ford,F-150,,SuperCrew,"70""",FORD-F150-00-03-SC-70,partial,partial,,data/sources/atc_2022-04.pdf
2001,Ford,F-150,,SuperCrew,"70""",FORD-F150-00-03-SC-70,partial,partial,,data/sources/atc_2022-04.pdf
2002,Ford,F-150,,SuperCrew,"70""",FORD-F150-00-03-SC-70,partial,partial,,data/sources/atc_2022-04.pdf
2003,Ford,F-150,,SuperCrew,"70""",FORD-F150-00-03-SC-70,partial,partial,,data/sources/atc_2022-04.pdf
2017,Ford,F-250,,,"80""",FORD-F250-17P-80,partial,partial,,data/sources/atc_2022-04.pdf
2018,Ford,F-250,,,"80""",FORD-F250-17P-80,partial,partial,,data/sources/atc_2022-04.pdf
2019,Ford,F-250,,,"80""",FORD-F250-17P-80,partial,partial,,data/sources/atc_2022-04.pdf
2020,Ford,F-250,,,"80""",FORD-F250-17P-80,partial,partial,,data/sources/atc_2022-04.pdf
2021,Ford,F-250,,,"80""",FORD-F250-17P-80,partial,partial,,data/sources/atc_2022-04.pdf
2022,Ford,F-250,,,"80""",FORD-F250-17P-80,partial,partial,,data/sources/atc_2022-04.pdf
2023,Ford,F-250,,,"80""",FORD-F250-17P-80,partial,partial,,data/sources/atc_2022-04.pdf
2024,Ford,F-250,,,"80""",FORD-F250-17P-80,partial,partial,,data/sources/atc_2022-04.pdf
2025,Ford,F-250,,,"80""",FORD-F250-17P-80,partial,partial,,data/sources/atc_2022-04.pdf
2008,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2009,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2010,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2011,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2012,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2013,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2014,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2015,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2016,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
1999,Ford,F-250,,,Short Bed,FORD-F250-99-07-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2000,Ford,F-250,,,Short Bed,FORD-F250-99-07-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2001,Ford,F-250,,,Short Bed,FORD-F250-99-07-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2002,Ford,F-250,,,Short Bed,FORD-F250-99-07-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2003,Ford,F-250,,,Short Bed,FORD-F250-99-07-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2004,Ford,F-250,,,Short Bed,FORD-F250-99-07-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2005,Ford,F-250,,,Short Bed,FORD-F250-99-07-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2006,Ford,F-250,,,Short Bed,FORD-F250-99-07-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2007,Ford,F-250,,,Short Bed,FORD-F250-99-07-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2019,Ford,Ranger,,,"61""",FORD-RNG-19P-61,partial,partial,,data/sources/atc_2022-04.pdf
2020,Ford,Ranger,,,"61""",FORD-RNG-19P-61,partial,partial,,data/sources/atc_2022-04.pdf
2021,Ford,Ranger,,,"61""",FORD-RNG-19P-61,partial,partial,,data/sources/atc_2022-04.pdf
2022,Ford,Ranger,,,"61""",FORD-RNG-19P-61,partial,partial,,data/sources/atc_2022-04.pdf
2023,Ford,Ranger,,,"61""",FORD-RNG-19P-61,partial,partial,,data/sources/atc_2022-04.pdf
2024,Ford,Ranger,,,"61""",FORD-RNG-19P-61,partial,partial,,data/sources/atc_2022-04.pdf
2025,Ford,Ranger,,,"61""",FORD-RNG-19P-61,partial,partial,,data/sources/atc_2022-04.pdf
1993,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
1994,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
1995,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
1996,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
1997,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
1998,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
1999,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2000,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2001,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2002,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2003,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2004,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2005,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2006,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2007,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2008,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2009,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2010,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2011,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2012,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2013,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2014,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2015,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2016,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2017,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2018,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2019,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2020,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2021,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2022,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2023,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2024,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2025,Ford,Ranger,,Access Cab,Short Bed,FORD-RNG-93P-AC-SHORTB,partial,partial,,data/sources/atc_2022-04.pdf
2017,Nissan,Titan,,,"78.5""",NIS-TTN-17P-785,partial,partial,,data/sources/atc_2022-04.pdf
2018,Nissan,Titan,,,"78.5""",NIS-TTN-17P-785,partial,partial,,data/sources/atc_2022-04.pdf
2019,Nissan,Titan,,,"78.5""",NIS-TTN-17P-785,partial,partial,,data/sources/atc_2022-04.pdf
2020,Nissan,Titan,,,"78.5""",NIS-TTN-17P-785,partial,partial,,data/sources/atc_2022-04.pdf
2021,Nissan,Titan,,,"78.5""",NIS-TTN-17P-785,partial,partial,,data/sources/atc_2022-04.pdf
2022,Nissan,Titan,,,"78.5""",NIS-TTN-17P-785,partial,partial,,data/sources/atc_2022-04.pdf
2023,Nissan,Titan,,,"78.5""",NIS-TTN-17P-785,partial,partial,,data/sources/atc_2022-04.pdf
2024,Nissan,Titan,,,"78.5""",NIS-TTN-17P-785,partial,partial,,data/sources/atc_2022-04.pdf
2025,Nissan,Titan,,,"78.5""",NIS-TTN-17P-785,partial,partial,,data/sources/atc_2022-04.pdf
2004,Nissan,Titan,,,5.5 Cre w,NIS-TTN-04-12-55CREW,partial,partial,,data/sources/atc_2022-04.pdf
2005,Nissan,Titan,,,5.5 Cre w,NIS-TTN-04-12-55CREW,partial,partial,,data/sources/atc_2022-04.pdf
2006,Nissan,Titan,,,5.5 Cre w,NIS-TTN-04-12-55CREW,partial,partial,,data/sources/atc_2022-04.pdf
2007,Nissan,Titan,,,5.5 Cre w,NIS-TTN-04-12-55CREW,partial,partial,,data/sources/atc_2022-04.pdf
2008,Nissan,Titan,,,5.5 Cre w,NIS-TTN-04-12-55CREW,partial,partial,,data/sources/atc_2022-04.pdf
2009,Nissan,Titan,,,5.5 Cre w,NIS-TTN-04-12-55CREW,partial,partial,,data/sources/atc_2022-04.pdf
2010,Nissan,Titan,,,5.5 Cre w,NIS-TTN-04-12-55CREW,partial,partial,,data/sources/atc_2022-04.pdf
2011,Nissan,Titan,,,5.5 Cre w,NIS-TTN-04-12-55CREW,partial,partial,,data/sources/atc_2022-04.pdf
2012,Nissan,Titan,,,5.5 Cre w,NIS-TTN-04-12-55CREW,partial,partial,,data/sources/atc_2022-04.pdf
2013,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2014,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2015,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2016,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2017,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2018,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2019,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2020,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2021,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2022,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2023,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2024,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2025,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-13P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2005,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-05P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2006,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-05P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2007,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-05P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2008,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-05P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2009,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-05P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2010,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-05P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2011,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-05P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2012,Nissan,Frontier,,Access Cab,"73""",NIS-FRONT-05P-AC-73,partial,partial,,data/sources/atc_2022-04.pdf
2014,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/atc_2022-04.pdf
2015,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/atc_2022-04.pdf
2016,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/atc_2022-04.pdf
2017,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/atc_2022-04.pdf
2018,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/atc_2022-04.pdf
2019,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/atc_2022-04.pdf
2020,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/atc_2022-04.pdf
2021,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/atc_2022-04.pdf
2014,Toyota,Tundra,,Double Cab,"98""",TOY-TUN-14-21-DC-98,partial,partial,,data/sources/atc_2022-04.pdf
2015,Toyota,Tundra,,Double Cab,"98""",TOY-TUN-14-21-DC-98,partial,partial,,data/sources/atc_2022-04.pdf
2016,Toyota,Tundra,,Double Cab,"98""",TOY-TUN-14-21-DC-98,partial,partial,,data/sources/atc_2022-04.pdf
2017,Toyota,Tundra,,Double Cab,"98""",TOY-TUN-14-21-DC-98,partial,partial,,data/sources/atc_2022-04.pdf
2018,Toyota,Tundra,,Double Cab,"98""",TOY-TUN-14-21-DC-98,partial,partial,,data/sources/atc_2022-04.pdf
2019,Toyota,Tundra,,Double Cab,"98""",TOY-TUN-14-21-DC-98,partial,partial,,data/sources/atc_2022-04.pdf
2020,Toyota,Tundra,,Double Cab,"98""",TOY-TUN-14-21-DC-98,partial,partial,,data/sources/atc_2022-04.pdf
2021,Toyota,Tundra,,Double Cab,"98""",TOY-TUN-14-21-DC-98,partial,partial,,data/sources/atc_2022-04.pdf
2007,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/atc_2022-04.pdf
2008,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/atc_2022-04.pdf
2009,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/atc_2022-04.pdf
2010,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/atc_2022-04.pdf
2011,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/atc_2022-04.pdf
2012,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/atc_2022-04.pdf
2013,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/atc_2022-04.pdf
2004,Toyota,Tundra,,Double Cab,DC 77,TOY-TUN-04-06-DC-DC77,partial,partial,,data/sources/atc_2022-04.pdf
2005,Toyota,Tundra,,Double Cab,DC 77,TOY-TUN-04-06-DC-DC77,partial,partial,,data/sources/atc_2022-04.pdf
2006,Toyota,Tundra,,Double Cab,DC 77,TOY-TUN-04-06-DC-DC77,partial,partial,,data/sources/atc_2022-04.pdf
2016,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16P-DC-60,partial,partial,,data/sources/atc_2022-04.pdf
2017,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16P-DC-60,partial,partial,,data/sources/atc_2022-04.pdf
2018,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16P-DC-60,partial,partial,,data/sources/atc_2022-04.pdf
2019,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16P-DC-60,partial,partial,,data/sources/atc_2022-04.pdf
2020,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16P-DC-60,partial,partial,,data/sources/atc_2022-04.pdf
2021,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16P-DC-60,partial,partial,,data/sources/atc_2022-04.pdf
2022,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16P-DC-60,partial,partial,,data/sources/atc_2022-04.pdf
2023,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16P-DC-60,partial,partial,,data/sources/atc_2022-04.pdf
2024,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16P-DC-60,partial,partial,,data/sources/atc_2022-04.pdf
2025,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16P-DC-60,partial,partial,,data/sources/atc_2022-04.pdf
2016,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16P-DC-74,partial,partial,,data/sources/atc_2022-04.pdf
2017,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16P-DC-74,partial,partial,,data/sources/atc_2022-04.pdf
2018,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16P-DC-74,partial,partial,,data/sources/atc_2022-04.pdf
2019,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16P-DC-74,partial,partial,,data/sources/atc_2022-04.pdf
2020,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16P-DC-74,partial,partial,,data/sources/atc_2022-04.pdf
2021,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16P-DC-74,partial,partial,,data/sources/atc_2022-04.pdf
2022,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16P-DC-74,partial,partial,,data/sources/atc_2022-04.pdf
2023,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16P-DC-74,partial,partial,,data/sources/atc_2022-04.pdf
2024,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16P-DC-74,partial,partial,,data/sources/atc_2022-04.pdf
2025,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16P-DC-74,partial,partial,,data/sources/atc_2022-04.pdf
2005,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
2006,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
2007,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
2008,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
2009,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
2010,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
2011,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
2012,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
2013,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
2014,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
2015,Toyota,Tacoma,,,"79""",TOY-TAC-05-15-79,partial,partial,,data/sources/atc_2022-04.pdf
