year,make,model,trim,cab_style,bed_length_label,platform_id,vin_decodable_trim,vin_decodable_bed,notes,source_urls
2020,Chevrolet,Silverado 2500,,Crew Cab,"98""",CHEV-S25-20P-CC-98-MF,partial,partial,,data/sources/atc_2022-04.pdf
2021,Chevrolet,Silverado 2500,,Crew Cab,"98""",CHEV-S25-20P-CC-98-MF,partial,partial,,data/sources/atc_2022-04.pdf
2022,Chevrolet,Silverado 2500,,Crew Cab,"98""",CHEV-S25-20P-CC-98-MF,partial,partial,,data/sources/atc_2022-04.pdf
2023,Chevrolet,Silverado 2500,,Crew Cab,"98""",CHEV-S25-20P-CC-98-MF,partial,partial,,data/sources/atc_2022-04.pdf
2024,Chevrolet,Silverado 2500,,Crew Cab,"98""",CHEV-S25-20P-CC-98-MF,partial,partial,,data/sources/atc_2022-04.pdf
2025,Chevrolet,Silverado 2500,,Crew Cab,"98""",CHEV-S25-20P-CC-98-MF,partial,partial,,data/sources/atc_2022-04.pdf
2019,GMC,Sierra 1500,,,"70""",GMC-SRA-19P-70-MP,partial,partial,,data/sources/atc_2022-04.pdf
2020,GMC,Sierra 1500,,,"70""",GMC-SRA-19P-70-MP,partial,partial,,data/sources/atc_2022-04.pdf
2021,GMC,Sierra 1500,,,"70""",GMC-SRA-19P-70-MP,partial,partial,,data/sources/atc_2022-04.pdf
2022,GMC,Sierra 1500,,,"70""",GMC-SRA-19P-70-MP,partial,partial,,data/sources/atc_2022-04.pdf
2023,GMC,Sierra 1500,,,"70""",GMC-SRA-19P-70-MP,partial,partial,,data/sources/atc_2022-04.pdf
2024,GMC,Sierra 1500,,,"70""",GMC-SRA-19P-70-MP,partial,partial,,data/sources/atc_2022-04.pdf
2025,GMC,Sierra 1500,,,"70""",GMC-SRA-19P-70-MP,partial,partial,,data/sources/atc_2022-04.pdf
2019,GMC,Sierra 1500,,,"79.5""",GMC-SRA-19P-795-MP,partial,partial,,data/sources/atc_2022-04.pdf
2020,GMC,Sierra 1500,,,"79.5""",GMC-SRA-19P-795-MP,partial,partial,,data/sources/atc_2022-04.pdf
2021,GMC,Sierra 1500,,,"79.5""",GMC-SRA-19P-795-MP,partial,partial,,data/sources/atc_2022-04.pdf
2022,GMC,Sierra 1500,,,"79.5""",GMC-SRA-19P-795-MP,partial,partial,,data/sources/atc_2022-04.pdf
2023,GMC,Sierra 1500,,,"79.5""",GMC-SRA-19P-795-MP,partial,partial,,data/sources/atc_2022-04.pdf
2024,GMC,Sierra 1500,,,"79.5""",GMC-SRA-19P-795-MP,partial,partial,,data/sources/atc_2022-04.pdf
2025,GMC,Sierra 1500,,,"79.5""",GMC-SRA-19P-795-MP,partial,partial,,data/sources/atc_2022-04.pdf
2019,GMC,Sierra 1500,,Regular Cab,"98""",GMC-SRA-19P-RC-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2020,GMC,Sierra 1500,,Regular Cab,"98""",GMC-SRA-19P-RC-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2021,GMC,Sierra 1500,,Regular Cab,"98""",GMC-SRA-19P-RC-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2022,GMC,Sierra 1500,,Regular Cab,"98""",GMC-SRA-19P-RC-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2023,GMC,Sierra 1500,,Regular Cab,"98""",GMC-SRA-19P-RC-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2024,GMC,Sierra 1500,,Regular Cab,"98""",GMC-SRA-19P-RC-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2025,GMC,Sierra 1500,,Regular Cab,"98""",GMC-SRA-19P-RC-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2020,GMC,Sierra 2500,,,"82""",GMC-SRA25-20P-82,partial,partial,,data/sources/atc_2022-04.pdf
2021,GMC,Sierra 2500,,,"82""",GMC-SRA25-20P-82,partial,partial,,data/sources/atc_2022-04.pdf
2022,GMC,Sierra 2500,,,"82""",GMC-SRA25-20P-82,partial,partial,,data/sources/atc_2022-04.pdf
2023,GMC,Sierra 2500,,,"82""",GMC-SRA25-20P-82,partial,partial,,data/sources/atc_2022-04.pdf
2024,GMC,Sierra 2500,,,"82""",GMC-SRA25-20P-82,partial,partial,,data/sources/atc_2022-04.pdf
2025,GMC,Sierra 2500,,,"82""",GMC-SRA25-20P-82,partial,partial,,data/sources/atc_2022-04.pdf
2020,GMC,Sierra 2500,,,"98""",GMC-SRA25-20P-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2021,GMC,Sierra 2500,,,"98""",GMC-SRA25-20P-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2022,GMC,Sierra 2500,,,"98""",GMC-SRA25-20P-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2023,GMC,Sierra 2500,,,"98""",GMC-SRA25-20P-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2024,GMC,Sierra 2500,,,"98""",GMC-SRA25-20P-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2025,GMC,Sierra 2500,,,"98""",GMC-SRA25-20P-98-MP,partial,partial,,data/sources/atc_2022-04.pdf
2014,Chevrolet,Silverado 2500,,,"82""",CHEV-S15-14-18-82,partial,partial,,data/sources/atc_2022-04.pdf
2015,Chevrolet,Silverado 2500,,,"82""",CHEV-S15-14-18-82,partial,partial,,data/sources/atc_2022-04.pdf
2016,Chevrolet,Silverado 2500,,,"82""",CHEV-S15-14-18-82,partial,partial,,data/sources/atc_2022-04.pdf
2017,Chevrolet,Silverado 2500,,,"82""",CHEV-S15-14-18-82,partial,partial,,data/sources/atc_2022-04.pdf
2018,Chevrolet,Silverado 2500,,,"82""",CHEV-S15-14-18-82,partial,partial,,data/sources/atc_2022-04.pdf
2014,GMC,Sierra 2500,,,"82""",CHEV-S15-14-18-82,partial,partial,,data/sources/atc_2022-04.pdf
2015,GMC,Sierra 2500,,,"82""",CHEV-S15-14-18-82,partial,partial,,data/sources/atc_2022-04.pdf
2016,GMC,Sierra 2500,,,"82""",CHEV-S15-14-18-82,partial,partial,,data/sources/atc_2022-04.pdf
2017,GMC,Sierra 2500,,,"82""",CHEV-S15-14-18-82,partial,partial,,data/sources/atc_2022-04.pdf
2018,GMC,Sierra 2500,,,"82""",CHEV-S15-14-18-82,partial,partial,,data/sources/atc_2022-04.pdf
2007,Chevrolet,Silverado 1500,,,"72""",CHEV-S15-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2008,Chevrolet,Silverado 1500,,,"72""",CHEV-S15-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2009,Chevrolet,Silverado 1500,,,"72""",CHEV-S15-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2010,Chevrolet,Silverado 1500,,,"72""",CHEV-S15-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2011,Chevrolet,Silverado 1500,,,"72""",CHEV-S15-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2012,Chevrolet,Silverado 1500,,,"72""",CHEV-S15-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2013,Chevrolet,Silverado 1500,,,"72""",CHEV-S15-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2007,Chevrolet,Silverado 2500,,,"82""",CHEV-S25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2008,Chevrolet,Silverado 2500,,,"82""",CHEV-S25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2009,Chevrolet,Silverado 2500,,,"82""",CHEV-S25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2010,Chevrolet,Silverado 2500,,,"82""",CHEV-S25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2011,Chevrolet,Silverado 2500,,,"82""",CHEV-S25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2012,Chevrolet,Silverado 2500,,,"82""",CHEV-S25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2013,Chevrolet,Silverado 2500,,,"82""",CHEV-S25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2007,GMC,Sierra 1500,,,"72""",GMC-SRA-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2008,GMC,Sierra 1500,,,"72""",GMC-SRA-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2009,GMC,Sierra 1500,,,"72""",GMC-SRA-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2010,GMC,Sierra 1500,,,"72""",GMC-SRA-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2011,GMC,Sierra 1500,,,"72""",GMC-SRA-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2012,GMC,Sierra 1500,,,"72""",GMC-SRA-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2013,GMC,Sierra 1500,,,"72""",GMC-SRA-07-13-72,partial,partial,,data/sources/atc_2022-04.pdf
2007,GMC,Sierra 2500,,,"82""",GMC-SRA25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2008,GMC,Sierra 2500,,,"82""",GMC-SRA25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2009,GMC,Sierra 2500,,,"82""",GMC-SRA25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2010,GMC,Sierra 2500,,,"82""",GMC-SRA25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2011,GMC,Sierra 2500,,,"82""",GMC-SRA25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2012,GMC,Sierra 2500,,,"82""",GMC-SRA25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2013,GMC,Sierra 2500,,,"82""",GMC-SRA25-07-14-82,partial,partial,,data/sources/atc_2022-04.pdf
2004,Chevrolet,Silverado 1500,,Crew Cab,SSBCC,CHEV-S15-04-06-CC-SSBCC,partial,partial,,data/sources/atc_2022-04.pdf
2005,Chevrolet,Silverado 1500,,Crew Cab,SSBCC,CHEV-S15-04-06-CC-SSBCC,partial,partial,,data/sources/atc_2022-04.pdf
2006,Chevrolet,Silverado 1500,,Crew Cab,SSBCC,CHEV-S15-04-06-CC-SSBCC,partial,partial,,data/sources/atc_2022-04.pdf
2004,GMC,Sierra 1500,,Crew Cab,SSBCC,CHEV-S15-04-06-CC-SSBCC,partial,partial,,data/sources/atc_2022-04.pdf
2005,GMC,Sierra 1500,,Crew Cab,SSBCC,CHEV-S15-04-06-CC-SSBCC,partial,partial,,data/sources/atc_2022-04.pdf
2006,GMC,Sierra 1500,,Crew Cab,SSBCC,CHEV-S15-04-06-CC-SSBCC,partial,partial,,data/sources/atc_2022-04.pdf
1999,Chevrolet,Silverado 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2000,Chevrolet,Silverado 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2001,Chevrolet,Silverado 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2002,Chevrolet,Silverado 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2003,Chevrolet,Silverado 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2004,Chevrolet,Silverado 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2005,Chevrolet,Silverado 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2006,Chevrolet,Silverado 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
1999,GMC,Sierra 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2000,GMC,Sierra 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2001,GMC,Sierra 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2002,GMC,Sierra 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2003,GMC,Sierra 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2004,GMC,Sierra 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2005,GMC,Sierra 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2006,GMC,Sierra 1500,,,Long Bed,CHEV-S15-99-06-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2015,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2016,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2017,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2018,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2019,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2020,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2021,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2022,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2023,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2024,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2025,Chevrolet,Colorado,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2015,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2016,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2017,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2018,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2019,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2020,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2021,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2022,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2023,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2024,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2025,GMC,Canyon,,,"79""",CHEV-COL-15P-79,partial,partial,,data/sources/atc_2022-04.pdf
2004,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2005,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2006,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2007,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2008,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2009,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2010,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2011,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2012,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2013,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2014,Chevrolet,Silverado 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2004,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2005,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2006,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2007,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2008,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2009,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2010,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2011,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2012,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2013,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2014,GMC,Sierra 1500,,,"6""",CHEV-CAN-04-14-6,partial,partial,,data/sources/atc_2022-04.pdf
2019,Ram,1500,,,"67""",RAM-R15-19P-67,partial,partial,,data/sources/atc_2022-04.pdf
2020,Ram,1500,,,"67""",RAM-R15-19P-67,partial,partial,,data/sources/atc_2022-04.pdf
2021,Ram,1500,,,"67""",RAM-R15-19P-67,partial,partial,,data/sources/atc_2022-04.pdf
2022,Ram,1500,,,"67""",RAM-R15-19P-67,partial,partial,,data/sources/atc_2022-04.pdf
2023,Ram,1500,,,"67""",RAM-R15-19P-67,partial,partial,,data/sources/atc_2022-04.pdf
2024,Ram,1500,,,"67""",RAM-R15-19P-67,partial,partial,,data/sources/atc_2022-04.pdf
2025,Ram,1500,,,"67""",RAM-R15-19P-67,partial,partial,,data/sources/atc_2022-04.pdf
2022,Ram,2500,,,"76""",RAM-R25-22-76,partial,partial,,data/sources/atc_2022-04.pdf
2019,Ram,2500,,,"8'1""",RAM-R25-19-22-81,partial,partial,,data/sources/atc_2022-04.pdf
2020,Ram,2500,,,"8'1""",RAM-R25-19-22-81,partial,partial,,data/sources/atc_2022-04.pdf
2021,Ram,2500,,,"8'1""",RAM-R25-19-22-81,partial,partial,,data/sources/atc_2022-04.pdf
2022,Ram,2500,,,"8'1""",RAM-R25-19-22-81,partial,partial,,data/sources/atc_2022-04.pdf
2009,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/atc_2022-04.pdf
2010,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/atc_2022-04.pdf
2011,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/atc_2022-04.pdf
2012,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/atc_2022-04.pdf
2013,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/atc_2022-04.pdf
2014,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/atc_2022-04.pdf
2015,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/atc_2022-04.pdf
2016,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/atc_2022-04.pdf
2017,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/atc_2022-04.pdf
2018,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/atc_2022-04.pdf
2009,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/atc_2022-04.pdf
2010,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/atc_2022-04.pdf
2011,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/atc_2022-04.pdf
2012,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/atc_2022-04.pdf
2013,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/atc_2022-04.pdf
2014,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/atc_2022-04.pdf
2015,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/atc_2022-04.pdf
2016,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/atc_2022-04.pdf
2017,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/atc_2022-04.pdf
2018,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/atc_2022-04.pdf
2002,Ram,1500,,Quad Cab,Long Bed,RAM-R15-02-08-QC-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2003,Ram,1500,,Quad Cab,Long Bed,RAM-R15-02-08-QC-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2004,Ram,1500,,Quad Cab,Long Bed,RAM-R15-02-08-QC-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2005,Ram,1500,,Quad Cab,Long Bed,RAM-R15-02-08-QC-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2006,Ram,1500,,Quad Cab,Long Bed,RAM-R15-02-08-QC-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2007,Ram,1500,,Quad Cab,Long Bed,RAM-R15-02-08-QC-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2008,Ram,1500,,Quad Cab,Long Bed,RAM-R15-02-08-QC-LONGBE,partial,partial,,data/sources/atc_2022-04.pdf
2005,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2006,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2007,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2008,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2009,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2010,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2011,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2012,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2013,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2014,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
2015,Dodge,Dakota,,Access Cab,"6""",DDG-DAK-05P-AC-6,partial,partial,,data/sources/atc_2022-04.pdf
