topper_brand,topper_model_series,topper_production_year_start,topper_production_year_end,fits_platform_id,confidence,fit_type,wrap_type,fit_notes,mounting_clamp_type,required_modifications,source_urls,verified_by,source_effective_date,has_custom_fit,has_skirted_sides,door_type,clamp_type_required,bed_size_class,model_id_alias,camera_compatible
ATC,Express,,,TOY-TAC-16P-DC-60,100,OEM,W,,,,data/sources/atc_2022-04.pdf,manufacturer,2022-04-01,,,,,,,
ATC,LED/LTD,,,TOY-TAC-16P-DC-60,100,OEM,W,,,,data/sources/atc_2022-04.pdf,manufacturer,2022-04-01,,,,,,,
ATC,LER,,,TOY-TAC-16P-DC-60,100,OEM,W,,,,data/sources/atc_2022-04.pdf,manufacturer,2022-04-01,,,,,,,
ATC,LEX,,,TOY-TAC-16P-DC-60,100,OEM,W,,,,data/sources/atc_2022-04.pdf,manufacturer,2022-04-01,,,,,,,
ATC,LHR,,,TOY-TAC-16P-DC-60,100,OEM,W,,,,data/sources/atc_2022-04.pdf,manufacturer,2022-04-01,,,,,,,
ATC,Express,,,TOY-TAC-16P-DC-74,70,universal,U,,,,data/sources/atc_2022-04.pdf,manufacturer,2022-04-01,,,,,,,
ATC,LED/LTD,,,TOY-TAC-16P-DC-74,70,universal,U,,,,data/sources/atc_2022-04.pdf,manufacturer,2022-04-01,,,,,,,
ATC,LEX,,,TOY-TAC-16P-DC-74,100,OEM,W,,,,data/sources/atc_2022-04.pdf,manufacturer,2022-04-01,,,,,,,
ATC,Express,,,TOY-TAC-05-15-79,100,OEM,X,,,,data/sources/atc_2022-04.pdf,manufacturer,2022-04-01,,,,,,,
ATC,LED/LTD,,,TOY-TAC-05-15-79,100,OEM,X,,,,data/sources/atc_2022-04.pdf,manufacturer,2022-04-01,,,,,,,
