year,make,model,trim,cab_style,bed_length_label,platform_id,vin_decodable_trim,vin_decodable_bed,notes,source_urls
2019,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ram,2500,,Double Cab,Dually LB,RAM-R25-10-24-DC-DUALLY-2,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ram,1500,,Double Cab,Short Bed,RAM-R15-09-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,1500,,Double Cab,Short Bed,RAM-R15-09-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,1500,,Double Cab,Short Bed,RAM-R15-09-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ram,1500,,Double Cab,Short Bed,RAM-R15-09-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ram,1500,,Double Cab,Short Bed,RAM-R15-09-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ram,1500,,Double Cab,Short Bed,RAM-R15-09-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ram,1500,,Double Cab,Short Bed,RAM-R15-09-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ram,1500,,Double Cab,Short Bed,RAM-R15-09-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ram,1500,,Double Cab,Short Bed,RAM-R15-09-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ram,1500,,Double Cab,Short Bed,RAM-R15-09-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ram,1500,,Crew Cab,Short Bed,RAM-R15-13-18-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ram,1500,,Crew Cab,Short Bed,RAM-R15-13-18-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ram,1500,,Crew Cab,Short Bed,RAM-R15-13-18-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ram,1500,,Crew Cab,Short Bed,RAM-R15-13-18-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ram,1500,,Crew Cab,Short Bed,RAM-R15-13-18-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ram,1500,,Crew Cab,Short Bed,RAM-R15-13-18-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ram,1500,,Regular Cab,Short Bed,RAM-R15-09-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,1500,,Regular Cab,Short Bed,RAM-R15-09-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,1500,,Regular Cab,Short Bed,RAM-R15-09-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ram,1500,,Regular Cab,Short Bed,RAM-R15-09-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ram,1500,,Regular Cab,Short Bed,RAM-R15-09-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ram,1500,,Regular Cab,Short Bed,RAM-R15-09-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ram,1500,,Regular Cab,Short Bed,RAM-R15-09-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ram,1500,,Regular Cab,Short Bed,RAM-R15-09-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ram,1500,,Regular Cab,Short Bed,RAM-R15-09-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ram,1500,,Regular Cab,Short Bed,RAM-R15-09-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ram,1500,,Double Cab,V-Bed,RAM-R15-09-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,1500,,Double Cab,V-Bed,RAM-R15-09-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,1500,,Double Cab,V-Bed,RAM-R15-09-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ram,1500,,Double Cab,V-Bed,RAM-R15-09-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ram,1500,,Double Cab,V-Bed,RAM-R15-09-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ram,1500,,Double Cab,V-Bed,RAM-R15-09-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ram,1500,,Double Cab,V-Bed,RAM-R15-09-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ram,1500,,Double Cab,V-Bed,RAM-R15-09-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ram,1500,,Double Cab,V-Bed,RAM-R15-09-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ram,1500,,Double Cab,V-Bed,RAM-R15-09-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2002,Ram,1500,,Double Cab,Long Bed,RAM-R15-02-08-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2003,Ram,1500,,Double Cab,Long Bed,RAM-R15-02-08-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Ram,1500,,Double Cab,Long Bed,RAM-R15-02-08-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Ram,1500,,Double Cab,Long Bed,RAM-R15-02-08-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Ram,1500,,Double Cab,Long Bed,RAM-R15-02-08-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Ram,1500,,Double Cab,Long Bed,RAM-R15-02-08-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Ram,1500,,Double Cab,Long Bed,RAM-R15-02-08-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2002,Ram,1500,,Double Cab,Short Bed,RAM-R15-02-08-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2003,Ram,1500,,Double Cab,Short Bed,RAM-R15-02-08-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Ram,1500,,Double Cab,Short Bed,RAM-R15-02-08-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Ram,1500,,Double Cab,Short Bed,RAM-R15-02-08-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Ram,1500,,Double Cab,Short Bed,RAM-R15-02-08-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Ram,1500,,Double Cab,Short Bed,RAM-R15-02-08-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Ram,1500,,Double Cab,Short Bed,RAM-R15-02-08-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1994,Ram,T-300,,Extended Cab,Short Bed,RAM-T300-94-01-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1995,Ram,T-300,,Extended Cab,Short Bed,RAM-T300-94-01-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1996,Ram,T-300,,Extended Cab,Short Bed,RAM-T300-94-01-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1997,Ram,T-300,,Extended Cab,Short Bed,RAM-T300-94-01-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1998,Ram,T-300,,Extended Cab,Short Bed,RAM-T300-94-01-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1999,Ram,T-300,,Extended Cab,Short Bed,RAM-T300-94-01-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2000,Ram,T-300,,Extended Cab,Short Bed,RAM-T300-94-01-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2001,Ram,T-300,,Extended Cab,Short Bed,RAM-T300-94-01-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1994,Ram,T-300,,Extended Cab,Long Bed,RAM-T300-94-01-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1995,Ram,T-300,,Extended Cab,Long Bed,RAM-T300-94-01-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1996,Ram,T-300,,Extended Cab,Long Bed,RAM-T300-94-01-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1997,Ram,T-300,,Extended Cab,Long Bed,RAM-T300-94-01-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1998,Ram,T-300,,Extended Cab,Long Bed,RAM-T300-94-01-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1999,Ram,T-300,,Extended Cab,Long Bed,RAM-T300-94-01-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2000,Ram,T-300,,Extended Cab,Long Bed,RAM-T300-94-01-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2001,Ram,T-300,,Extended Cab,Long Bed,RAM-T300-94-01-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Ram,Dakota,,Regular Cab,Short Bed,RAM-DAK-05-11-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Ram,Dakota,,Regular Cab,Short Bed,RAM-DAK-05-11-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Ram,Dakota,,Regular Cab,Short Bed,RAM-DAK-05-11-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Ram,Dakota,,Regular Cab,Short Bed,RAM-DAK-05-11-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ram,Dakota,,Regular Cab,Short Bed,RAM-DAK-05-11-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,Dakota,,Regular Cab,Short Bed,RAM-DAK-05-11-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,Dakota,,Regular Cab,Short Bed,RAM-DAK-05-11-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-05-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-05-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-05-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-05-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-05-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-05-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-05-11-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2000,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-00-04-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2001,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-00-04-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2002,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-00-04-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2003,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-00-04-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Ram,Dakota,,Double Cab,V-Bed,RAM-DAK-00-04-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Jeep,Gladiator,,Double Cab,V-Bed,JEEP-GLAD-20-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Jeep,Gladiator,,Double Cab,V-Bed,JEEP-GLAD-20-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Jeep,Gladiator,,Double Cab,V-Bed,JEEP-GLAD-20-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Jeep,Gladiator,,Double Cab,V-Bed,JEEP-GLAD-20-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Jeep,Gladiator,,Double Cab,V-Bed,JEEP-GLAD-20-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ford,Maverick,,Double Cab,V-Bed,FORD-MAV-22-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ford,Maverick,,Double Cab,V-Bed,FORD-MAV-22-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ford,Maverick,,Double Cab,V-Bed,FORD-MAV-22-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ford,F-150,,Double Cab,V-Bed,FORD-F150-21-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ford,F-150,,Double Cab,V-Bed,FORD-F150-21-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ford,F-150,,Double Cab,V-Bed,FORD-F150-21-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ford,F-150,,Double Cab,V-Bed,FORD-F150-21-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ford,F-150,,Regular Cab,V-Bed,FORD-F150-22-24-RC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ford,F-150,,Regular Cab,V-Bed,FORD-F150-22-24-RC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ford,F-150,,Regular Cab,V-Bed,FORD-F150-22-24-RC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-21-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-21-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-21-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-21-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-21-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-21-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-21-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-21-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2025,Ford,F-150,,Regular Cab,V-Bed,FORD-F150-24-25-RC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2025,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-24-25-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2025,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-24-25-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ford,F-150,,Double Cab,V-Bed,FORD-F150-15-20-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ford,F-150,,Double Cab,V-Bed,FORD-F150-15-20-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ford,F-150,,Double Cab,V-Bed,FORD-F150-15-20-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ford,F-150,,Double Cab,V-Bed,FORD-F150-15-20-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ford,F-150,,Double Cab,V-Bed,FORD-F150-15-20-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ford,F-150,,Double Cab,V-Bed,FORD-F150-15-20-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-15-20-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-15-20-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-15-20-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-15-20-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-15-20-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-15-20-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-15-20-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-15-20-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-15-20-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-15-20-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-15-20-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-15-20-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ford,F-150,,Double Cab,Short Bed,FORD-F150-15-20-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ford,F-150,,Double Cab,Short Bed,FORD-F150-15-20-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ford,F-150,,Double Cab,Short Bed,FORD-F150-15-20-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ford,F-150,,Double Cab,Short Bed,FORD-F150-15-20-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ford,F-150,,Double Cab,Short Bed,FORD-F150-15-20-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ford,F-150,,Double Cab,Short Bed,FORD-F150-15-20-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-15-20-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-15-20-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-15-20-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-15-20-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-15-20-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ford,F-150,,Regular Cab,Long Bed,FORD-F150-15-20-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-15-20-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-15-20-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-15-20-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-15-20-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-15-20-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-15-20-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ford,F-150,,Double Cab,V-Bed,FORD-F150-09-14-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ford,F-150,,Double Cab,V-Bed,FORD-F150-09-14-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ford,F-150,,Double Cab,V-Bed,FORD-F150-09-14-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ford,F-150,,Double Cab,V-Bed,FORD-F150-09-14-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ford,F-150,,Double Cab,V-Bed,FORD-F150-09-14-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ford,F-150,,Double Cab,V-Bed,FORD-F150-09-14-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-09-14-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-09-14-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-09-14-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-09-14-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-09-14-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-09-14-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ford,F-150,,Double Cab,Short Bed,FORD-F150-09-14-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ford,F-150,,Double Cab,Short Bed,FORD-F150-09-14-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ford,F-150,,Double Cab,Short Bed,FORD-F150-09-14-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ford,F-150,,Double Cab,Short Bed,FORD-F150-09-14-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ford,F-150,,Double Cab,Short Bed,FORD-F150-09-14-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ford,F-150,,Double Cab,Short Bed,FORD-F150-09-14-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ford,F-150,,Double Cab,Long Bed,FORD-F150-09-14-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ford,F-150,,Double Cab,Long Bed,FORD-F150-09-14-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ford,F-150,,Double Cab,Long Bed,FORD-F150-09-14-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ford,F-150,,Double Cab,Long Bed,FORD-F150-09-14-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ford,F-150,,Double Cab,Long Bed,FORD-F150-09-14-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ford,F-150,,Double Cab,Long Bed,FORD-F150-09-14-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-04-08-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
