year,make,model,trim,cab_style,bed_length_label,platform_id,vin_decodable_trim,vin_decodable_bed,notes,source_urls
2015,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-14-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-14-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-14-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-14-18-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-14-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-14-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-14-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-14-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-14-18-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-14-18-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-14-18-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-14-18-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-14-18-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-14-18-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,GMC,Sierra 1500,,Double Cab,Short Bed,GMC-SRA-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,GMC,Sierra 1500,,Double Cab,Short Bed,GMC-SRA-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,GMC,Sierra 1500,,Double Cab,Short Bed,GMC-SRA-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,GMC,Sierra 1500,,Double Cab,Short Bed,GMC-SRA-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,GMC,Sierra 1500,,Double Cab,Short Bed,GMC-SRA-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,GMC,Sierra 1500,,Double Cab,Short Bed,GMC-SRA-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,GMC,Sierra 1500,,Double Cab,Short Bed,GMC-SRA-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,GMC,Sierra 1500,,Regular Cab,Short Bed,GMC-SRA-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,GMC,Sierra 1500,,Double Cab,V-Bed,GMC-SRA-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-07-13-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-07-13-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-07-13-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-07-13-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-07-13-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-07-13-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,GMC,Sierra 1500,,Regular Cab,Long Bed,GMC-SRA-07-13-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,GMC,Sierra 1500,,Double Cab,Long Bed,GMC-SRA-07-13-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,GMC,Sierra 1500,,Double Cab,Long Bed,GMC-SRA-07-13-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,GMC,Sierra 1500,,Double Cab,Long Bed,GMC-SRA-07-13-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,GMC,Sierra 1500,,Double Cab,Long Bed,GMC-SRA-07-13-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,GMC,Sierra 1500,,Double Cab,Long Bed,GMC-SRA-07-13-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,GMC,Sierra 1500,,Double Cab,Long Bed,GMC-SRA-07-13-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,GMC,Sierra 1500,,Double Cab,Long Bed,GMC-SRA-07-13-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-23-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-23-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Chevrolet,Canyon,,Double Cab,V-Bed,CHEV-CAN-23-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Chevrolet,Canyon,,Double Cab,V-Bed,CHEV-CAN-23-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,GMC,Canyon,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,GMC,Canyon,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,GMC,Canyon,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,GMC,Canyon,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,GMC,Canyon,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,GMC,Canyon,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,GMC,Canyon,,Double Cab,V-Bed,CHEV-COL-15-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Chevrolet,Colorado,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Chevrolet,Colorado,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Chevrolet,Colorado,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Chevrolet,Colorado,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Chevrolet,Colorado,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Chevrolet,Colorado,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Chevrolet,Colorado,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,GMC,Canyon,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,GMC,Canyon,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,GMC,Canyon,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,GMC,Canyon,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,GMC,Canyon,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,GMC,Canyon,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,GMC,Canyon,,Double Cab,Short Bed,CHEV-COL-15-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-04-12-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-04-12-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-04-12-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-04-12-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-04-12-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-04-12-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-04-12-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-04-12-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Chevrolet,Colorado,,Double Cab,V-Bed,CHEV-COL-04-12-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Chevrolet,Colorado,,Regular Cab,Short Bed,CHEV-COL-04-12-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Chevrolet,Colorado,,Regular Cab,Short Bed,CHEV-COL-04-12-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Chevrolet,Colorado,,Regular Cab,Short Bed,CHEV-COL-04-12-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Chevrolet,Colorado,,Regular Cab,Short Bed,CHEV-COL-04-12-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Chevrolet,Colorado,,Regular Cab,Short Bed,CHEV-COL-04-12-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Chevrolet,Colorado,,Regular Cab,Short Bed,CHEV-COL-04-12-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Chevrolet,Colorado,,Regular Cab,Short Bed,CHEV-COL-04-12-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Chevrolet,Colorado,,Regular Cab,Short Bed,CHEV-COL-04-12-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Chevrolet,Colorado,,Regular Cab,Short Bed,CHEV-COL-04-12-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ram,2500,,Regular Cab,Long Bed,RAM-R25-19-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ram,2500,,Regular Cab,Long Bed,RAM-R25-19-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ram,2500,,Regular Cab,Long Bed,RAM-R25-19-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ram,2500,,Regular Cab,Long Bed,RAM-R25-19-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ram,2500,,Regular Cab,Long Bed,RAM-R25-19-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ram,2500,,Regular Cab,Long Bed,RAM-R25-19-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ram,2500,,Double Cab,Short Bed,RAM-R25-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ram,2500,,Double Cab,Short Bed,RAM-R25-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ram,2500,,Double Cab,Short Bed,RAM-R25-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ram,2500,,Double Cab,Short Bed,RAM-R25-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ram,2500,,Double Cab,Short Bed,RAM-R25-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ram,2500,,Double Cab,Short Bed,RAM-R25-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ram,1500,,Double Cab,Short Bed,RAM-R15-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ram,1500,,Double Cab,Short Bed,RAM-R15-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ram,1500,,Double Cab,Short Bed,RAM-R15-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ram,1500,,Double Cab,Short Bed,RAM-R15-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ram,1500,,Double Cab,Short Bed,RAM-R15-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ram,1500,,Double Cab,Short Bed,RAM-R15-19-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ram,1500,,Crew Cab,Short Bed,RAM-R15-19-25-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ram,1500,,Crew Cab,Short Bed,RAM-R15-19-25-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ram,1500,,Crew Cab,Short Bed,RAM-R15-19-25-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ram,1500,,Crew Cab,Short Bed,RAM-R15-19-25-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ram,1500,,Crew Cab,Short Bed,RAM-R15-19-25-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ram,1500,,Crew Cab,Short Bed,RAM-R15-19-25-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2025,Ram,1500,,Crew Cab,Short Bed,RAM-R15-19-25-CC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ram,1500,,Double Cab,V-Bed,RAM-R15-19-25-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ram,1500,,Double Cab,V-Bed,RAM-R15-19-25-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ram,1500,,Double Cab,V-Bed,RAM-R15-19-25-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ram,1500,,Double Cab,V-Bed,RAM-R15-19-25-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ram,1500,,Double Cab,V-Bed,RAM-R15-19-25-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ram,1500,,Double Cab,V-Bed,RAM-R15-19-25-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2025,Ram,1500,,Double Cab,V-Bed,RAM-R15-19-25-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,2500,,Double Cab,Short Bed,RAM-R25-10-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,2500,,Double Cab,Short Bed,RAM-R25-10-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ram,2500,,Double Cab,Short Bed,RAM-R25-10-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ram,2500,,Double Cab,Short Bed,RAM-R25-10-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ram,2500,,Double Cab,Short Bed,RAM-R25-10-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ram,2500,,Double Cab,Short Bed,RAM-R25-10-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ram,2500,,Double Cab,Short Bed,RAM-R25-10-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ram,2500,,Double Cab,Short Bed,RAM-R25-10-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ram,2500,,Double Cab,Short Bed,RAM-R25-10-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ram,2500,,Regular Cab,Short Bed,RAM-R25-10-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ram,2500,,Double Cab,Long Bed,RAM-R25-10-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,2500,,Regular Cab,Long Bed,RAM-R25-10-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,2500,,Regular Cab,Long Bed,RAM-R25-10-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ram,2500,,Regular Cab,Long Bed,RAM-R25-10-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ram,2500,,Regular Cab,Long Bed,RAM-R25-10-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ram,2500,,Regular Cab,Long Bed,RAM-R25-10-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ram,2500,,Regular Cab,Long Bed,RAM-R25-10-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ram,2500,,Regular Cab,Long Bed,RAM-R25-10-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ram,2500,,Regular Cab,Long Bed,RAM-R25-10-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ram,2500,,Regular Cab,Long Bed,RAM-R25-10-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ram,2500,,Double Cab,Dually SB,RAM-R25-10-24-DC-DUALLY,partial,partial,,data/sources/snugpro_2025-03-07.pdf
