fits_platform_id,topper_brand,topper_model_series,fit_type,wrap_type,has_skirted_sides,door_type,clamp_type_required,bed_size_class,camera_compatible,has_custom_fit,model_id_alias,fit_notes,confidence,verified_by,source_effective_date,topper_production_year_start,topper_production_year_end
leer_50jg20,LEER,100S,OEM,X,False,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_h,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_h,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_h,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_h,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_h,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_h,LEER,180,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80go20_h,LEER,100XL,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80go20_h,LEER,100XR,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80go20_h,LEER,100S,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80go20_h,LEER,180,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_hm,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_hm,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_hm,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_hm,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67go20_hm,LEER,180,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80go20_hm,LEER,100XL,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80go20_hm,LEER,100XR,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80go20_hm,LEER,100S,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80go20_hm,LEER,180,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19,LEER,100XQ,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19,LEER,100XQ_SPORT,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19,LEER,180,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19,LEER,700,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19,LEER,550,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,100XQ,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,180,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,180XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,180XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,122,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19,LEER,700,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80gso19,LEER,100XL,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gso19,LEER,100XR,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gso19,LEER,100R,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gso19,LEER,Legend,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gso19,LEER,100S,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gso19,LEER,180,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19m,LEER,100XQ,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19m,LEER,100XQ_SPORT,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19m,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19m,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19m,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19m,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gso19m,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19m,LEER,100XQ,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19m,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19m,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19m,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19m,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19m,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19m,LEER,180XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gso19m,LEER,180XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80gso19m,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80gso19m,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80gso19m,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_h,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_h,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_h,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_h,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_h,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_h,LEER,180,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80ga20_h,LEER,100XL,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80ga20_h,LEER,100XR,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80ga20_h,LEER,100S,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_hm,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_hm,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_hm,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_hm,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_hm,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_67ga20_hm,LEER,180,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80ga20_hm,LEER,100XL,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80ga20_hm,LEER,100XR,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80ga20_hm,LEER,100S,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19,LEER,100XQ,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19,LEER,100XQ_SPORT,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19,LEER,100XQ,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19,LEER,180,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19,LEER,180XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19,LEER,180XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19m,LEER,100XQ,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19m,LEER,100XQ_SPORT,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19m,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19m,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19m,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19m,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19m,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsa19m,LEER,700,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19m,LEER,100XQ,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19m,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19m,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19m,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19m,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19m,LEER,100S,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19m,LEER,180,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19m,LEER,180XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19m,LEER,180XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gsa19m,LEER,700,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,100XQ,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,180,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,180XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,180XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,122,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,700,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80gs14,LEER,100XL,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gs14,LEER,100XR,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gs14,LEER,100R,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gs14,LEER,Legend,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gs14,LEER,180,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gs14,LEER,122,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gsd15,LEER,100XL,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80gsd15,LEER,100XR,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_58gs14,LEER,100XQ,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gs14,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gs14,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gs14,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gs14,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gs14,LEER,180,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gs14,LEER,180XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gs14,LEER,180XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gs14,LEER,750_SPORT,aliased,X,,,S,SF,,True,58GS16†,,80,manufacturer,2025-01-24,,
leer_58gs14,LEER,700,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66gs14,LEER,550,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80gs14,LEER,700,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsocc,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsocc,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gso,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gso,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gsocc,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gsocc,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_8gso,LEER,100R,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_8gso,LEER,Legend,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsacc,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsacc,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsacc,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_58gsacc,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gsa,LEER,100XL,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gsa,LEER,100XR,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gsa,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gsa,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gsacc,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gsacc,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_8gmt,LEER,100R,OEM,X,True,windoor_and_option2,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_8gmt,LEER,Legend,OEM,X,True,,S,LF,,True,,,100,manufacturer,2025-01-24,,
leer_65gmt,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gmt,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gmtcc,LEER,100R,OEM,X,True,windoor_and_option2,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65gmtcc,LEER,Legend,OEM,X,True,,S,SF,,True,,,100,manufacturer,2025-01-24,,
leer_8gmthdd,LEER,100R,aliased,X,,,S,LF,,True,8GMT,,80,manufacturer,2025-01-24,,
leer_8gmthdd,LEER,Legend,aliased,X,,,S,LF,,True,8GMT,,80,manufacturer,2025-01-24,,
leer_52gl23,LEER,100XL,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gl23,LEER,100XR,OEM,X,True,windoor,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gl23,LEER,100R,OEM,X,True,windoor,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gl23,LEER,100S,OEM,X,True,windoor,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gl23,LEER,180,OEM,X,True,windoor,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gl23,LEER,700,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gn23,LEER,100XL,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gn23,LEER,100XR,OEM,X,True,windoor,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gn23,LEER,100R,OEM,X,True,windoor,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gn23,LEER,100S,OEM,X,True,windoor,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gn23,LEER,180,OEM,X,True,windoor,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gn23,LEER,700,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gc15,LEER,100XL,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gc15,LEER,100XR,OEM,X,True,windoor_and_option2,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gc15,LEER,100R,OEM,X,True,windoor_and_option2,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gc15,LEER,Legend,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gc15,LEER,180,OEM,X,True,windoor_and_option2,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gc15,LEER,180XL,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gc15,LEER,180XR,OEM,X,True,windoor_and_option2,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gc15,LEER,700,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52gc15,LEER,550,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62gccc15,LEER,100XL,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62gccc15,LEER,100XR,OEM,X,True,windoor_and_option2,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62gccc15,LEER,100R,OEM,X,True,windoor_and_option2,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62gccc15,LEER,Legend,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62gccc15,LEER,180,OEM,X,True,windoor_and_option2,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62gccc15,LEER,180XL,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62gccc15,LEER,180XR,OEM,X,True,windoor_and_option2,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62gccc15,LEER,700,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62gc15,LEER,100XL,aliased,X,,,S,SC,,True,62GCCC15,,80,manufacturer,2025-01-24,,
leer_62gc15,LEER,100XR,aliased,X,,,S,SC,,True,62GCCC15,,80,manufacturer,2025-01-24,,
leer_62gc15,LEER,100R,aliased,X,,,S,SC,,True,62GCCC15,,80,manufacturer,2025-01-24,,
leer_62gc15,LEER,Legend,aliased,X,,,S,SC,,True,62GCCC15,,80,manufacturer,2025-01-24,,
leer_62gc15,LEER,180,aliased,X,,,S,SC,,True,62GCCC15,,80,manufacturer,2025-01-24,,
leer_62gc15,LEER,180XL,aliased,X,,,S,SC,,True,62GCCC15,,80,manufacturer,2025-01-24,,
leer_62gc15,LEER,180XR,aliased,X,,,S,SC,,True,62GCCC15,,80,manufacturer,2025-01-24,,
leer_62gc15,LEER,700,OEM,X,True,,S,SC,,True,,,100,manufacturer,2025-01-24,,
leer_56tt22,LEER,100XQ_SPORT,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt22,LEER,100XL,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt22,LEER,100XR,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt22,LEER,100R,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt22,LEER,100S,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt22,LEER,700,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt22,LEER,100XL,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt22,LEER,100XR,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt22,LEER,100R,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt22,LEER,100S,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt22,LEER,180,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt22,LEER,700,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_81tt22,LEER,100S,OEM,X,True,windoor_and_option2,T,LF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt14,LEER,100XQ,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt14,LEER,100XL,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt14,LEER,100XR,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt14,LEER,100R,OEM,X,True,windoor,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt14,LEER,Legend,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt14,LEER,700,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56tt14,LEER,550,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt14,LEER,100XQ,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt14,LEER,100XL,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt14,LEER,100XR,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt14,LEER,100R,OEM,X,True,windoor,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt14,LEER,Legend,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt14,LEER,180,OEM,X,True,windoor,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66tt14,LEER,700,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_80tt14,LEER,100R,OEM,X,True,windoor,T,LF,,True,,,100,manufacturer,2025-01-24,,
leer_80tt14,LEER,Legend,OEM,X,True,,T,LF,,True,,,100,manufacturer,2025-01-24,,
leer_55tt,LEER,100XL,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_55tt,LEER,100XR,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_55tt,LEER,100R,OEM,X,True,windoor,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_55tt,LEER,Legend,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65ttdc,LEER,100XL,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65ttdc,LEER,100XR,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65ttdc,LEER,100R,OEM,X,True,windoor,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65ttdc,LEER,Legend,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
