year,make,model,trim,cab_style,bed_length_label,platform_id,vin_decodable_trim,vin_decodable_bed,notes,source_urls
2014,Ford,F-150,,Access Cab,"6'6""",FORD-F150-09-14-AC-66,partial,partial,,data/sources/ranch_fitment_guide.pdf
2004,Ford,F-150,,Access Cab,"6'5""",FORD-F150-04-08-AC-65,partial,partial,,data/sources/ranch_fitment_guide.pdf
2005,Ford,F-150,,Access Cab,"6'5""",FORD-F150-04-08-AC-65,partial,partial,,data/sources/ranch_fitment_guide.pdf
2006,Ford,F-150,,Access Cab,"6'5""",FORD-F150-04-08-AC-65,partial,partial,,data/sources/ranch_fitment_guide.pdf
2007,Ford,F-150,,Access Cab,"6'5""",FORD-F150-04-08-AC-65,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Ford,F-150,,Access Cab,"6'5""",FORD-F150-04-08-AC-65,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Ford,F-250,,,"81""",FORD-F250-23P-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Ford,F-250,,,"81""",FORD-F250-23P-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Ford,F-250,,,"81""",FORD-F250-23P-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Ford,F-250,,,"98""",FORD-F250-23P-98,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Ford,F-250,,,"98""",FORD-F250-23P-98,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Ford,F-250,,,"98""",FORD-F250-23P-98,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Ford,F-250,,,"80""",FORD-F250-17-22-80,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Ford,F-250,,,"80""",FORD-F250-17-22-80,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Ford,F-250,,,"80""",FORD-F250-17-22-80,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Ford,F-250,,,"80""",FORD-F250-17-22-80,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Ford,F-250,,,"80""",FORD-F250-17-22-80,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Ford,F-250,,,"80""",FORD-F250-17-22-80,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Ford,F-250,,,"98""",FORD-F250-17-22-98,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Ford,F-250,,,"98""",FORD-F250-17-22-98,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Ford,F-250,,,"98""",FORD-F250-17-22-98,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Ford,F-250,,,"98""",FORD-F250-17-22-98,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Ford,F-250,,,"98""",FORD-F250-17-22-98,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Ford,F-250,,,"98""",FORD-F250-17-22-98,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Ford,F-250,,,Short Bed,FORD-F250-08-16-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Ford,F-250,,,Long Bed,FORD-F250-08-16-LONGBE,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Ford,F-250,,,Long Bed,FORD-F250-08-16-LONGBE,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Ford,F-250,,,Long Bed,FORD-F250-08-16-LONGBE,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Ford,F-250,,,Long Bed,FORD-F250-08-16-LONGBE,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Ford,F-250,,,Long Bed,FORD-F250-08-16-LONGBE,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Ford,F-250,,,Long Bed,FORD-F250-08-16-LONGBE,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Ford,F-250,,,Long Bed,FORD-F250-08-16-LONGBE,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Ford,F-250,,,Long Bed,FORD-F250-08-16-LONGBE,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Ford,F-250,,,Long Bed,FORD-F250-08-16-LONGBE,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Ford,Maverick,,,"54""",FORD-MAV-22P-54,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Ford,Maverick,,,"54""",FORD-MAV-22P-54,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Ford,Maverick,,,"54""",FORD-MAV-22P-54,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Ford,Maverick,,,"54""",FORD-MAV-22P-54,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Ford,Ranger,,,"60""",FORD-RNG-24P-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Ford,Ranger,,,"60""",FORD-RNG-24P-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Ford,Ranger,,,"61""",FORD-RNG-19-23-61,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Ford,Ranger,,,"61""",FORD-RNG-19-23-61,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Ford,Ranger,,,"61""",FORD-RNG-19-23-61,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Ford,Ranger,,,"61""",FORD-RNG-19-23-61,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Ford,Ranger,,,"61""",FORD-RNG-19-23-61,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Ford,Ranger,,,"71""",FORD-RNG-19-23-71,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Ford,Ranger,,,"71""",FORD-RNG-19-23-71,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Ford,Ranger,,,"71""",FORD-RNG-19-23-71,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Ford,Ranger,,,"71""",FORD-RNG-19-23-71,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Ford,Ranger,,,"71""",FORD-RNG-19-23-71,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Ram,1500,,,"67""",RAM-R15-25P-67,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Ram,1500,,Quad Cab,"67""",RAM-R15-19-24-QC-67,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Ram,1500,,Quad Cab,"67""",RAM-R15-19-24-QC-67,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Ram,1500,,Quad Cab,"67""",RAM-R15-19-24-QC-67,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Ram,1500,,Quad Cab,"67""",RAM-R15-19-24-QC-67,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Ram,1500,,Quad Cab,"67""",RAM-R15-19-24-QC-67,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Ram,1500,,Quad Cab,"67""",RAM-R15-19-24-QC-67,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Ram,1500,,Quad Cab,"76""",RAM-R15-19-24-QC-76,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Ram,1500,,Quad Cab,"76""",RAM-R15-19-24-QC-76,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Ram,1500,,Quad Cab,"76""",RAM-R15-19-24-QC-76,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Ram,1500,,Quad Cab,"76""",RAM-R15-19-24-QC-76,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Ram,1500,,Quad Cab,"76""",RAM-R15-19-24-QC-76,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Ram,1500,,Quad Cab,"76""",RAM-R15-19-24-QC-76,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Chevrolet,Silverado 2500,,,"76""",CHEV-S25-25P-76,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Chevrolet,Silverado 2500,,Quad Cab,"6'4""",CHEV-S25-19-24-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Chevrolet,Silverado 2500,,Quad Cab,"6'4""",CHEV-S25-19-24-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Chevrolet,Silverado 2500,,Quad Cab,"6'4""",CHEV-S25-19-24-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Chevrolet,Silverado 2500,,Quad Cab,"6'4""",CHEV-S25-19-24-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Chevrolet,Silverado 2500,,Quad Cab,"6'4""",CHEV-S25-19-24-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Chevrolet,Silverado 2500,,Quad Cab,"6'4""",CHEV-S25-19-24-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Chevrolet,Silverado 2500,,,"8'1""",CHEV-S25-19-24-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Chevrolet,Silverado 2500,,,"8'1""",CHEV-S25-19-24-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Chevrolet,Silverado 2500,,,"8'1""",CHEV-S25-19-24-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Chevrolet,Silverado 2500,,,"8'1""",CHEV-S25-19-24-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Chevrolet,Silverado 2500,,,"8'1""",CHEV-S25-19-24-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Chevrolet,Silverado 2500,,,"8'1""",CHEV-S25-19-24-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Ram,1500,,,"5'7""",RAM-R15-09-18-57,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Ram,1500,,,"5'7""",RAM-R15-09-18-57,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Ram,1500,,,"5'7""",RAM-R15-09-18-57,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Ram,1500,,,"5'7""",RAM-R15-09-18-57,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Ram,1500,,,"5'7""",RAM-R15-09-18-57,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Ram,1500,,,"5'7""",RAM-R15-09-18-57,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Ram,1500,,,"5'7""",RAM-R15-09-18-57,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Ram,1500,,,"5'7""",RAM-R15-09-18-57,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Ram,1500,,,"5'7""",RAM-R15-09-18-57,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Ram,1500,,,"5'7""",RAM-R15-09-18-57,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Ram,2500,,Quad Cab,"6'4""",RAM-R25-09-18-QC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Ram,2500,,Crew Cab,"6'4""",RAM-R25-09-18-CC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Ram,2500,,Crew Cab,"6'4""",RAM-R25-09-18-CC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Ram,2500,,Crew Cab,"6'4""",RAM-R25-09-18-CC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Ram,2500,,Crew Cab,"6'4""",RAM-R25-09-18-CC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Ram,2500,,Crew Cab,"6'4""",RAM-R25-09-18-CC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Ram,2500,,Crew Cab,"6'4""",RAM-R25-09-18-CC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Ram,2500,,Crew Cab,"6'4""",RAM-R25-09-18-CC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Ram,2500,,Crew Cab,"6'4""",RAM-R25-09-18-CC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Ram,2500,,Crew Cab,"6'4""",RAM-R25-09-18-CC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Ram,2500,,Crew Cab,"6'4""",RAM-R25-09-18-CC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Ram,2500,,Quad Cab,"8'1""",RAM-R25-09-18-QC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2002,Ram,1500,,Quad Cab,Short Bed,RAM-R15-02-08-QC-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2003,Ram,1500,,Quad Cab,Short Bed,RAM-R15-02-08-QC-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2004,Ram,1500,,Quad Cab,Short Bed,RAM-R15-02-08-QC-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2005,Ram,1500,,Quad Cab,Short Bed,RAM-R15-02-08-QC-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2006,Ram,1500,,Quad Cab,Short Bed,RAM-R15-02-08-QC-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2007,Ram,1500,,Quad Cab,Short Bed,RAM-R15-02-08-QC-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Ram,1500,,Quad Cab,Short Bed,RAM-R15-02-08-QC-SHORTB,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Toyota,Tundra,,CrewMax,"66""",TOY-TUN-22P-CM-66,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Toyota,Tundra,,CrewMax,"66""",TOY-TUN-22P-CM-66,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Toyota,Tundra,,CrewMax,"66""",TOY-TUN-22P-CM-66,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Toyota,Tundra,,CrewMax,"66""",TOY-TUN-22P-CM-66,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Toyota,Tundra,,Double Cab,"78""",TOY-TUN-22P-DC-78,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Toyota,Tundra,,Double Cab,"78""",TOY-TUN-22P-DC-78,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Toyota,Tundra,,Double Cab,"78""",TOY-TUN-22P-DC-78,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Toyota,Tundra,,Double Cab,"78""",TOY-TUN-22P-DC-78,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Toyota,Tundra,,CrewMax,"68""",TOY-TUN-14-21-CM-68,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Toyota,Tundra,,Double Cab,"79""",TOY-TUN-14-21-DC-79,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Toyota,Tundra,,Double Cab,"79""",TOY-TUN-14-21-DC-79,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Toyota,Tundra,,Double Cab,"79""",TOY-TUN-14-21-DC-79,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Toyota,Tundra,,Double Cab,"79""",TOY-TUN-14-21-DC-79,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Toyota,Tundra,,Double Cab,"79""",TOY-TUN-14-21-DC-79,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Toyota,Tundra,,Double Cab,"79""",TOY-TUN-14-21-DC-79,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Toyota,Tundra,,Double Cab,"79""",TOY-TUN-14-21-DC-79,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Toyota,Tundra,,Double Cab,"79""",TOY-TUN-14-21-DC-79,partial,partial,,data/sources/ranch_fitment_guide.pdf
2007,Toyota,Tundra,,CrewMax,"5'5""",TOY-TUN-07-13-CM-55,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Toyota,Tundra,,CrewMax,"5'5""",TOY-TUN-07-13-CM-55,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Toyota,Tundra,,CrewMax,"5'5""",TOY-TUN-07-13-CM-55,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Toyota,Tundra,,CrewMax,"5'5""",TOY-TUN-07-13-CM-55,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Toyota,Tundra,,CrewMax,"5'5""",TOY-TUN-07-13-CM-55,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Toyota,Tundra,,CrewMax,"5'5""",TOY-TUN-07-13-CM-55,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Toyota,Tundra,,CrewMax,"5'5""",TOY-TUN-07-13-CM-55,partial,partial,,data/sources/ranch_fitment_guide.pdf
2007,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Toyota,Tundra,,Double Cab,"81""",TOY-TUN-07-13-DC-81,partial,partial,,data/sources/ranch_fitment_guide.pdf
2007,Toyota,Tundra,,Double Cab,"100""",TOY-TUN-07-13-DC-100,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Toyota,Tundra,,Double Cab,"100""",TOY-TUN-07-13-DC-100,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Toyota,Tundra,,Double Cab,"100""",TOY-TUN-07-13-DC-100,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Toyota,Tundra,,Double Cab,"100""",TOY-TUN-07-13-DC-100,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Toyota,Tundra,,Double Cab,"100""",TOY-TUN-07-13-DC-100,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Toyota,Tundra,,Double Cab,"100""",TOY-TUN-07-13-DC-100,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Toyota,Tundra,,Double Cab,"100""",TOY-TUN-07-13-DC-100,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-24P-DC-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-24P-DC-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Toyota,Tacoma,,Access Cab,"74""",TOY-TAC-24P-AC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Toyota,Tacoma,,Access Cab,"74""",TOY-TAC-24P-AC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16-23-DC-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16-23-DC-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16-23-DC-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16-23-DC-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16-23-DC-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16-23-DC-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16-23-DC-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Toyota,Tacoma,,Double Cab,"60""",TOY-TAC-16-23-DC-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Toyota,Tacoma,,Access Cab,"74""",TOY-TAC-16-23-AC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Toyota,Tacoma,,Access Cab,"74""",TOY-TAC-16-23-AC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Toyota,Tacoma,,Access Cab,"74""",TOY-TAC-16-23-AC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Toyota,Tacoma,,Access Cab,"74""",TOY-TAC-16-23-AC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Toyota,Tacoma,,Access Cab,"74""",TOY-TAC-16-23-AC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Toyota,Tacoma,,Access Cab,"74""",TOY-TAC-16-23-AC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Toyota,Tacoma,,Access Cab,"74""",TOY-TAC-16-23-AC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Toyota,Tacoma,,Access Cab,"74""",TOY-TAC-16-23-AC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16-23-DC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16-23-DC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16-23-DC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16-23-DC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16-23-DC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16-23-DC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16-23-DC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Toyota,Tacoma,,Double Cab,"74""",TOY-TAC-16-23-DC-74,partial,partial,,data/sources/ranch_fitment_guide.pdf
2005,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2006,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2007,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
